timestamp,open,high,low,close,volume
1768957200,88884.0,88884.0,88834.6,88884.0,57.666
1768957260,88884.0,88937.4,88866.0,88899.5,45.534
1768957320,88899.5,88947.6,88899.5,88947.6,18.604
1768957380,88947.6,88999.7,88927.4,88986.4,39.884
1768957440,88986.4,89033.8,88954.3,88954.3,88.951
1768957500,88954.3,88955.0,88894.4,88928.0,22.567
1768957560,88928.0,88928.0,88800.0,88837.5,60.356
1768957620,88837.5,88878.3,88835.7,88875.0,21.093
1768957680,88875.0,88951.3,88875.0,88938.3,31.738
1768957740,88938.3,88945.4,88893.8,88940.7,14.639
1768957800,88940.7,89050.0,88940.7,89013.1,56.603
1768957860,89013.1,89049.0,88994.1,89040.9,28.723
1768957920,89040.9,89043.4,88993.0,88993.0,39.462
1768957980,88993.0,89050.0,88990.0,89048.8,20.611
1768958040,89048.8,89070.4,89027.5,89040.0,19.944
1768958100,89040.0,89092.0,88994.8,88997.9,63.793
1768958160,88997.9,89027.0,88984.3,89006.5,10.215
1768958220,89006.5,89023.5,88996.0,89013.2,19.46
1768958280,89013.2,89020.0,88978.3,88988.2,9.166
1768958340,88988.2,88998.5,88959.4,88982.5,16.599
1768958400,88982.5,88992.0,88928.8,88939.9,33.718
1768958460,88939.9,88962.7,88911.0,88932.1,16.031
1768958520,88932.1,88957.7,88868.8,88871.2,22.809
1768958580,88871.2,88914.3,88871.2,88908.1,11.044
1768958640,88908.1,88977.6,88879.8,88964.6,17.665
1768958700,88964.6,88970.1,88938.0,88957.6,11.294
1768958760,88957.6,88965.0,88912.4,88962.0,12.825
1768958820,88962.0,88969.9,88941.4,88964.4,8.812
1768958880,88964.4,88967.9,88948.1,88956.0,6.56
1768958940,88956.0,89031.3,88929.0,89019.0,72.772
1768959000,89019.0,89041.7,88996.1,88996.2,27.271
1768959060,88996.2,89054.7,88993.3,89054.7,16.606
1768959120,89054.7,89054.7,88995.3,89028.0,24.46
1768959180,89028.0,89053.8,88988.1,88988.1,13.045
1768959240,88988.1,89050.0,88960.4,89045.8,44.189
1768959300,89045.8,89070.0,89044.5,89067.5,38.431
1768959360,89067.5,89067.6,89028.2,89066.0,38.664
1768959420,89066.0,89066.9,89041.1,89042.2,27.965
1768959480,89042.2,89042.2,89000.1,89021.3,10.749
1768959540,89021.3,89027.0,89000.0,89012.1,14.07
1768959600,89012.1,89069.7,89012.1,89041.9,25.463
1768959660,89041.9,89070.3,89032.8,89045.0,22.988
1768959720,89045.0,89052.7,88984.3,89001.8,20.582
1768959780,89001.8,89001.9,88939.3,88974.0,21.156
1768959840,88974.0,88991.7,88931.0,88982.3,41.485
1768959900,88982.3,88982.3,88922.7,88933.7,12.137
1768959960,88933.7,89031.4,88933.7,89016.8,16.149
1768960020,89016.8,89047.3,88995.0,89038.9,16.694
1768960080,89038.9,89053.9,89028.0,89053.9,12.019
1768960140,89053.9,89070.3,89034.3,89047.5,12.797
1768960200,89047.5,89047.5,89024.4,89028.0,12.977
1768960260,89028.0,89069.9,89002.1,89060.3,11.431
1768960320,89060.3,89119.0,89046.1,89086.3,43.082
1768960380,89086.3,89086.4,89032.5,89041.0,13.93
1768960440,89041.0,89041.0,88992.7,88997.5,10.004
1768960500,88997.5,88997.5,88962.9,88974.1,13.87
1768960560,88974.1,88998.7,88974.0,88988.1,8.762
1768960620,88988.1,88988.2,88974.0,88974.0,4.092
1768960680,88974.0,88993.6,88967.4,88978.4,11.135
1768960740,88978.4,88978.5,88960.0,88975.1,9.52
1768960800,88975.1,89025.6,88975.0,88980.7,22.81
1768960860,88980.7,89035.9,88978.2,89033.5,12.575
1768960920,89033.5,89101.6,88994.7,89079.3,64.234
1768960980,89079.3,89164.0,89079.2,89154.3,48.502
1768961040,89154.3,89200.0,89121.6,89134.6,124.971
1768961100,89134.6,89285.8,89130.3,89257.5,168.675
1768961160,89257.5,89314.2,89217.1,89217.1,108.531
1768961220,89217.1,89236.6,89171.8,89171.9,47.112
1768961280,89171.9,89231.7,89171.8,89231.7,18.556
1768961340,89231.7,89239.6,89197.6,89197.7,16.516
1768961400,89197.7,89197.7,89131.0,89156.9,35.28
1768961460,89156.9,89169.2,89148.2,89160.5,19.57
1768961520,89160.5,89199.6,89149.6,89192.6,8.801
1768961580,89192.6,89224.5,89192.6,89212.8,21.153
1768961640,89212.8,89257.5,89212.0,89223.0,12.848
1768961700,89223.0,89244.1,89170.1,89170.1,24.25
1768961760,89170.1,89207.8,89170.1,89207.7,26.987
1768961820,89207.7,89240.6,89203.7,89218.2,19.467
1768961880,89218.2,89218.2,89166.0,89180.1,17.859
1768961940,89180.1,89200.0,89180.1,89199.9,18.044
1768962000,89199.9,89249.0,89199.9,89234.9,25.078
1768962060,89234.9,89245.6,89222.7,89239.3,13.838
1768962120,89239.3,89239.3,89200.0,89200.1,20.88
1768962180,89200.1,89200.1,89161.5,89161.5,8.582
1768962240,89161.5,89186.9,89147.0,89182.4,18.223
1768962300,89182.4,89219.2,89158.5,89158.5,20.428
1768962360,89158.5,89158.5,89091.6,89091.7,34.536
1768962420,89091.7,89113.6,89066.5,89074.3,40.475
1768962480,89074.3,89074.4,89029.1,89058.1,29.06
1768962540,89058.1,89067.3,89058.0,89067.1,11.089
1768962600,89067.1,89067.3,89021.4,89030.3,33.357
1768962660,89030.3,89051.2,89002.9,89017.4,97.53
1768962720,89017.4,89020.0,89004.1,89007.7,20.474
1768962780,89007.7,89045.9,89006.9,89006.9,20.182
1768962840,89006.9,89010.9,88966.2,88973.9,36.379
1768962900,88973.9,88989.1,88944.3,88946.4,25.86
1768962960,88946.4,88956.2,88944.1,88956.2,21.257
1768963020,88956.2,88996.4,88956.2,88996.3,23.116
1768963080,88996.3,88996.4,88970.0,88987.9,19.726
1768963140,88987.9,88988.0,88974.1,88981.9,12.794
1768963200,88981.9,89123.2,88981.9,89123.1,29.252
1768963260,89123.1,89128.8,89080.0,89090.3,20.775
1768963320,89090.3,89090.4,89031.8,89031.8,14.727
1768963380,89031.8,89033.9,89000.1,89015.1,11.353
1768963440,89015.1,89051.9,89015.1,89042.2,4.721
1768963500,89042.2,89067.0,89015.1,89067.0,21.214
1768963560,89067.0,89104.8,89060.2,89104.8,22.421
1768963620,89104.8,89130.0,89088.6,89110.7,24.883
1768963680,89110.7,89110.7,89067.6,89088.9,15.588
1768963740,89088.9,89131.8,89070.7,89088.7,18.679
1768963800,89088.7,89088.7,89046.8,89049.2,7.311
1768963860,89049.2,89061.8,89028.3,89028.3,10.137
1768963920,89028.3,89052.0,89001.9,89033.3,33.391
1768963980,89033.3,89033.3,89010.6,89033.3,12.337
1768964040,89033.3,89052.5,89021.5,89022.7,19.387
1768964100,89022.7,89089.2,89022.7,89031.0,16.292
1768964160,89031.0,89031.0,89003.5,89010.2,8.345
1768964220,89010.2,89032.5,88991.4,89001.0,27.403
1768964280,89001.0,89007.2,88987.4,89007.2,20.491
1768964340,89007.2,89007.2,88988.4,89000.0,11.49
1768964400,89000.0,89027.4,88994.2,88994.2,24.494
1768964460,88994.2,89075.8,88986.2,89075.7,13.395
1768964520,89075.7,89097.1,89075.7,89086.2,21.354
1768964580,89086.2,89128.5,89086.2,89128.4,20.678
1768964640,89128.4,89148.0,89128.4,89148.0,9.765
1768964700,89148.0,89148.0,89113.3,89113.3,7.286
1768964760,89113.3,89113.3,89046.5,89061.4,27.169
1768964820,89061.4,89125.3,89061.3,89125.3,19.287
1768964880,89125.3,89138.1,89113.4,89125.6,14.578
1768964940,89125.6,89138.1,89109.6,89127.1,15.694
1768965000,89127.1,89199.1,89098.9,89098.9,63.809
1768965060,89098.9,89098.9,89059.2,89071.0,17.921
1768965120,89071.0,89071.0,89042.4,89052.9,20.685
1768965180,89052.9,89087.0,89051.7,89085.8,14.292
1768965240,89085.8,89169.4,89075.0,89169.1,24.972
1768965300,89169.1,89173.2,89107.8,89144.0,74.568
1768965360,89144.0,89224.4,89130.4,89206.7,25.82
1768965420,89206.7,89208.0,89161.6,89168.9,25.242
1768965480,89168.9,89182.6,89149.7,89178.1,13.065
1768965540,89178.1,89189.5,89161.5,89169.7,11.121
1768965600,89169.7,89186.5,89158.9,89171.9,15.289
1768965660,89171.9,89193.1,89166.4,89166.4,4.193
1768965720,89166.4,89245.2,89163.8,89220.8,29.31
1768965780,89220.8,89220.8,89194.0,89205.9,5.809
1768965840,89205.9,89205.9,89187.8,89187.9,3.499
1768965900,89187.9,89198.1,89174.4,89198.1,9.477
1768965960,89198.1,89205.0,89170.8,89170.8,4.217
1768966020,89170.8,89208.0,89160.3,89205.6,14.065
1768966080,89205.6,89231.5,89200.8,89231.5,8.224
1768966140,89231.5,89240.2,89231.4,89231.4,3.562
1768966200,89231.4,89231.5,89179.3,89205.1,14.476
1768966260,89205.1,89234.7,89196.3,89217.1,8.316
1768966320,89217.1,89238.2,89207.8,89223.4,8.116
1768966380,89223.4,89240.5,89198.4,89212.0,11.052
1768966440,89212.0,89229.6,89212.0,89219.4,6.566
1768966500,89219.4,89295.7,89212.1,89290.6,31.823
1768966560,89290.6,89344.3,89285.6,89319.4,83.514
1768966620,89319.4,89388.1,89319.4,89339.0,52.252
1768966680,89339.0,89339.3,89277.6,89320.6,45.544
1768966740,89320.6,89334.0,89273.6,89310.7,23.519
1768966800,89310.7,89424.9,89302.5,89398.6,97.022
1768966860,89398.6,89398.7,89340.0,89344.3,46.064
1768966920,89344.3,89420.8,89344.3,89377.5,28.93
1768966980,89377.5,89442.3,89377.5,89412.1,76.722
1768967040,89412.1,89560.0,89412.0,89500.7,263.865
1768967100,89500.7,89503.6,89433.3,89434.9,54.552
1768967160,89434.9,89463.8,89420.0,89463.7,21.289
1768967220,89463.7,89475.7,89433.0,89475.6,57.757
1768967280,89475.6,89475.7,89452.0,89475.7,28.103
1768967340,89475.7,89475.7,89434.0,89448.3,35.655
1768967400,89448.3,89466.1,89383.8,89395.6,16.467
1768967460,89395.6,89406.3,89329.0,89368.7,82.65
1768967520,89368.7,89379.5,89358.5,89367.1,12.524
1768967580,89367.1,89386.7,89350.5,89378.6,15.902
1768967640,89378.6,89387.5,89371.7,89371.7,8.36
1768967700,89371.7,89381.0,89370.9,89370.9,5.044
1768967760,89370.9,89377.6,89350.1,89377.6,8.945
1768967820,89377.6,89387.8,89361.9,89376.0,7.133
1768967880,89376.0,89383.7,89363.8,89383.7,5.07
1768967940,89383.7,89383.7,89382.5,89382.6,3.933
1768968000,89382.6,89390.9,89368.6,89369.5,19.255
1768968060,89369.5,89380.8,89369.4,89378.9,6.338
1768968120,89378.9,89410.2,89378.9,89410.2,22.068
1768968180,89410.2,89411.6,89384.2,89411.6,20.33
1768968240,89411.6,89438.4,89382.3,89416.2,35.022
1768968300,89416.2,89444.3,89414.4,89432.0,24.832
1768968360,89432.0,89440.2,89378.6,89378.6,12.655
1768968420,89378.6,89427.4,89378.6,89415.5,11.539
1768968480,89415.5,89444.1,89395.2,89395.3,42.223
1768968540,89395.3,89426.6,89376.7,89415.0,23.23
1768968600,89415.0,89415.0,89408.2,89408.2,4.094
1768968660,89408.2,89408.3,89383.2,89383.2,10.776
1768968720,89383.2,89383.3,89374.4,89374.5,22.21
1768968780,89374.5,89379.1,89320.0,89333.5,23.196
1768968840,89333.5,89333.5,89300.0,89300.0,12.934
1768968900,89300.0,89330.8,89285.6,89330.8,26.128
1768968960,89330.8,89330.8,89300.5,89300.5,10.004
1768969020,89300.5,89349.0,89295.1,89349.0,4.408
1768969080,89349.0,89349.0,89337.4,89339.4,6.904
1768969140,89339.4,89350.7,89339.3,89346.5,3.653
1768969200,89346.5,89389.5,89346.4,89389.5,11.666
1768969260,89389.5,89412.4,89388.6,89397.6,20.509
1768969320,89397.6,89428.6,89389.7,89428.6,15.389
1768969380,89428.6,89441.8,89428.5,89438.8,8.304
1768969440,89438.8,89438.8,89414.2,89414.3,8.367
1768969500,89414.3,89418.9,89400.0,89418.9,7.016
1768969560,89418.9,89450.0,89418.9,89435.1,18.216
1768969620,89435.1,89453.6,89435.0,89447.0,15.696
1768969680,89447.0,89447.1,89443.6,89445.9,5.095
1768969740,89445.9,89453.4,89444.1,89450.5,6.164
1768969800,89450.5,89455.0,89436.8,89436.9,11.764
1768969860,89436.9,89450.8,89393.0,89396.7,8.532
1768969920,89396.7,89407.4,89360.0,89360.1,17.363
1768969980,89360.1,89360.1,89344.5,89357.3,5.733
1768970040,89357.3,89371.6,89357.2,89369.9,8.353
1768970100,89369.9,89381.2,89369.7,89381.1,2.535
1768970160,89381.1,89392.9,89357.5,89378.6,16.233
1768970220,89378.6,89398.3,89378.5,89398.3,2.018
1768970280,89398.3,89415.4,89380.7,89415.4,11.93
1768970340,89415.4,89422.1,89408.0,89410.8,5.015
1768970400,89410.8,89445.2,89410.8,89436.0,15.98
1768970460,89436.0,89455.0,89436.0,89450.1,11.152
1768970520,89450.1,89453.6,89450.0,89452.1,4.079
1768970580,89452.1,89455.0,89446.8,89451.6,10.598
1768970640,89451.6,89528.6,89429.7,89528.6,123.991
1768970700,89528.6,89553.4,89510.6,89549.0,27.938
1768970760,89549.0,89549.1,89518.7,89544.9,13.603
1768970820,89544.9,89597.1,89528.9,89569.3,70.977
1768970880,89569.3,89569.3,89518.5,89521.4,10.426
1768970940,89521.4,89532.0,89514.0,89524.0,7.231
1768971000,89524.0,89530.0,89506.0,89507.2,19.027
1768971060,89507.2,89512.3,89487.1,89497.0,15.83
1768971120,89497.0,89497.0,89444.0,89444.0,29.444
1768971180,89444.0,89463.0,89444.0,89453.9,10.797
1768971240,89453.9,89453.9,89438.8,89443.4,9.162
1768971300,89443.4,89448.0,89395.0,89414.0,29.273
1768971360,89414.0,89414.1,89404.5,89404.5,8.715
1768971420,89404.5,89404.6,89400.0,89404.4,5.212
1768971480,89404.4,89426.9,89402.6,89418.8,9.792
1768971540,89418.8,89421.0,89400.9,89402.4,22.562
1768971600,89402.4,89431.4,89402.4,89416.9,11.87
1768971660,89416.9,89448.0,89416.9,89447.9,3.892
1768971720,89447.9,89450.0,89419.9,89450.0,6.487
1768971780,89450.0,89450.0,89428.6,89438.6,7.981
1768971840,89438.6,89450.0,89434.5,89450.0,9.265
1768971900,89450.0,89472.8,89434.5,89445.9,35.418
1768971960,89445.9,89445.9,89404.6,89407.3,32.564
1768972020,89407.3,89424.1,89377.5,89424.0,43.304
1768972080,89424.0,89518.5,89424.0,89509.7,44.162
1768972140,89509.7,89509.7,89468.3,89484.6,34.848
1768972200,89484.6,89511.2,89472.6,89501.2,22.377
1768972260,89501.2,89501.2,89497.2,89497.2,5.499
1768972320,89497.2,89502.3,89473.7,89473.7,22.578
1768972380,89473.7,89495.8,89470.2,89490.5,12.275
1768972440,89490.5,89540.3,89490.5,89531.8,16.465
1768972500,89531.8,89543.9,89504.3,89508.5,9.465
1768972560,89508.5,89508.5,89496.1,89500.1,14.879
1768972620,89500.1,89547.2,89500.0,89542.4,23.439
1768972680,89542.4,89572.6,89538.2,89562.4,14.033
1768972740,89562.4,89572.7,89561.3,89568.4,9.771
1768972800,89568.4,89580.5,89539.9,89546.4,16.893
1768972860,89546.4,89546.5,89488.6,89519.1,42.393
1768972920,89519.1,89539.9,89508.3,89536.4,9.734
1768972980,89536.4,89544.0,89536.3,89536.4,3.253
1768973040,89536.4,89540.0,89536.3,89536.4,1.808
1768973100,89536.4,89536.5,89536.3,89536.3,5.399
1768973160,89536.3,89536.4,89481.6,89495.9,26.642
1768973220,89495.9,89532.2,89495.9,89531.9,34.625
1768973280,89531.9,89540.0,89526.0,89540.0,9.095
1768973340,89540.0,89558.7,89539.9,89542.1,28.409
1768973400,89542.1,89591.9,89542.1,89591.7,19.337
1768973460,89591.7,89591.8,89559.0,89581.0,24.344
1768973520,89581.0,89685.5,89577.6,89680.3,120.861
1768973580,89680.3,89683.3,89646.5,89653.4,25.078
1768973640,89653.4,89674.0,89643.5,89649.0,20.242
1768973700,89649.0,89657.9,89633.8,89657.5,40.984
1768973760,89657.5,89727.3,89657.4,89727.2,71.621
1768973820,89727.2,89784.8,89727.2,89781.2,107.503
1768973880,89781.2,89880.6,89745.4,89850.0,687.249
1768973940,89850.0,89850.1,89788.3,89788.3,62.505
1768974000,89788.3,89800.0,89787.8,89793.5,35.178
1768974060,89793.5,89890.0,89793.5,89890.0,64.632
1768974120,89890.0,89894.0,89881.3,89890.0,44.565
1768974180,89890.0,89899.3,89884.1,89890.2,34.547
1768974240,89890.2,89897.1,89875.5,89881.0,17.799
1768974300,89881.0,89945.7,89852.4,89874.9,127.855
1768974360,89874.9,89999.0,89874.9,89980.9,125.605
1768974420,89980.9,90099.6,89980.9,90077.1,146.447
1768974480,90077.1,90077.3,89982.0,90042.6,81.552
1768974540,90042.6,90049.9,89977.5,89991.9,49.473
1768974600,89991.9,89991.9,89932.0,89951.4,43.386
1768974660,89951.4,89977.1,89932.0,89965.0,36.273
1768974720,89965.0,90000.0,89964.0,89991.0,19.817
1768974780,89991.0,89991.0,89948.7,89948.7,24.511
1768974840,89948.7,89962.2,89948.6,89948.8,18.127
1768974900,89948.8,89948.8,89925.0,89925.0,16.551
1768974960,89925.0,89927.3,89887.0,89888.1,36.243
1768975020,89888.1,89898.7,89872.1,89885.9,40.483
1768975080,89885.9,89891.5,89874.2,89885.1,26.314
1768975140,89885.1,89917.2,89885.1,89917.2,41.716
1768975200,89917.2,89917.2,89832.6,89861.5,35.731
1768975260,89861.5,89861.6,89765.0,89797.0,64.006
1768975320,89797.0,89802.1,89772.1,89774.7,37.244
1768975380,89774.7,89774.7,89760.0,89766.0,20.862
1768975440,89766.0,89815.4,89755.3,89801.2,21.274
1768975500,89801.2,89801.3,89755.0,89760.6,18.561
1768975560,89760.6,89787.4,89760.6,89780.0,14.37
1768975620,89780.0,89801.9,89780.0,89797.3,8.869
1768975680,89797.3,89797.3,89766.5,89775.1,35.141
1768975740,89775.1,89775.1,89765.3,89769.5,12.214
1768975800,89769.5,89825.2,89769.5,89823.6,19.054
1768975860,89823.6,89848.0,89799.7,89846.3,24.336
1768975920,89846.3,89846.4,89810.0,89810.0,8.986
1768975980,89810.0,89832.1,89797.3,89825.0,7.734
1768976040,89825.0,89871.8,89807.0,89864.5,71.474
1768976100,89864.5,89864.5,89792.2,89792.3,8.369
1768976160,89792.3,89832.0,89792.2,89817.8,15.19
1768976220,89817.8,89822.4,89803.9,89816.3,11.372
1768976280,89816.3,89852.0,89803.3,89803.3,35.085
1768976340,89803.3,89803.3,89792.2,89796.1,11.22
1768976400,89796.1,89885.5,89796.0,89827.1,139.462
1768976460,89827.1,89843.7,89802.3,89820.4,22.945
1768976520,89820.4,89820.5,89772.7,89810.2,17.207
1768976580,89810.2,89827.0,89803.0,89825.4,13.328
1768976640,89825.4,89866.2,89825.4,89866.2,12.059
1768976700,89866.2,89876.1,89859.9,89866.3,37.623
1768976760,89866.3,89870.9,89825.7,89825.7,14.956
1768976820,89825.7,89825.8,89784.1,89795.0,7.525
1768976880,89795.0,89818.7,89794.9,89810.2,5.268
1768976940,89810.2,89887.9,89810.0,89847.5,72.826
1768977000,89847.5,89847.5,89811.4,89811.4,10.664
1768977060,89811.4,89811.5,89779.3,89779.4,41.925
1768977120,89779.4,89788.5,89750.0,89788.5,30.264
1768977180,89788.5,89800.0,89775.1,89780.3,15.001
1768977240,89780.3,89780.3,89699.9,89703.7,73.746
1768977300,89703.7,89703.7,89674.7,89681.3,28.58
1768977360,89681.3,89681.4,89622.0,89633.4,127.122
1768977420,89633.4,89670.4,89623.1,89645.6,73.981
1768977480,89645.6,89645.6,89631.0,89631.0,13.776
1768977540,89631.0,89631.1,89620.1,89620.2,8.873
1768977600,89620.2,89620.2,89581.1,89581.1,25.283
1768977660,89581.1,89581.1,89550.0,89550.1,45.837
1768977720,89550.1,89575.5,89550.0,89574.4,18.619
1768977780,89574.4,89624.4,89574.4,89605.6,40.059
1768977840,89605.6,89607.9,89571.4,89572.3,8.749
1768977900,89572.3,89572.3,89477.4,89479.7,53.881
1768977960,89479.7,89515.2,89450.0,89515.2,61.738
1768978020,89515.2,89548.8,89513.0,89521.3,38.294
1768978080,89521.3,89551.1,89521.3,89547.1,34.403
1768978140,89547.1,89556.3,89525.8,89525.9,42.642
1768978200,89525.9,89542.9,89505.0,89505.0,15.12
1768978260,89505.0,89505.0,89458.2,89482.6,25.957
1768978320,89482.6,89520.6,89477.1,89506.2,50.79
1768978380,89506.2,89553.1,89506.1,89544.1,27.434
1768978440,89544.1,89547.2,89530.9,89546.7,7.244
1768978500,89546.7,89588.1,89545.6,89575.4,15.837
1768978560,89575.4,89583.6,89557.6,89557.6,7.043
1768978620,89557.6,89586.3,89550.3,89581.8,16.861
1768978680,89581.8,89598.6,89581.7,89590.3,7.054
1768978740,89590.3,89613.4,89590.2,89613.4,8.086
1768978800,89613.4,89613.4,89550.2,89550.3,18.46
1768978860,89550.3,89550.3,89504.7,89504.7,10.476
1768978920,89504.7,89575.4,89483.7,89565.5,25.796
1768978980,89565.5,89661.1,89565.5,89656.8,22.421
1768979040,89656.8,89694.0,89656.7,89694.0,21.519
1768979100,89694.0,89726.6,89654.8,89703.6,25.2
1768979160,89703.6,89726.5,89694.0,89721.0,5.557
1768979220,89721.0,89721.0,89682.2,89694.1,14.312
1768979280,89694.1,89701.5,89680.0,89684.6,4.243
1768979340,89684.6,89689.8,89640.5,89640.5,24.841
1768979400,89640.5,89640.5,89606.9,89632.3,27.919
1768979460,89632.3,89632.4,89589.5,89601.8,13.063
1768979520,89601.8,89608.9,89458.9,89462.4,36.159
1768979580,89462.4,89484.4,89452.4,89458.5,35.842
1768979640,89458.5,89488.8,89458.5,89484.8,22.405
1768979700,89484.8,89518.6,89482.2,89513.7,25.432
1768979760,89513.7,89550.0,89496.8,89537.7,33.186
1768979820,89537.7,89542.0,89522.0,89522.0,7.193
1768979880,89522.0,89571.6,89522.0,89563.5,14.174
1768979940,89563.5,89563.5,89555.9,89556.0,4.857
1768980000,89556.0,89595.9,89555.9,89595.9,7.847
1768980060,89595.9,89613.7,89581.7,89598.6,12.465
1768980120,89598.6,89613.0,89589.8,89589.9,8.14
1768980180,89589.9,89634.0,89565.8,89565.8,28.259
1768980240,89565.8,89580.9,89560.7,89580.9,4.358
1768980300,89580.9,89584.0,89569.8,89574.5,10.532
1768980360,89574.5,89590.7,89564.9,89589.8,9.992
1768980420,89589.8,89592.8,89538.3,89539.8,18.475
1768980480,89539.8,89556.3,89523.7,89556.3,15.279
1768980540,89556.3,89589.0,89556.2,89583.0,13.394
1768980600,89583.0,89583.0,89510.0,89510.0,21.265
1768980660,89510.0,89510.1,89478.6,89491.1,8.964
1768980720,89491.1,89491.1,89373.5,89455.7,190.287
1768980780,89455.7,89461.7,89360.0,89388.0,198.201
1768980840,89388.0,89389.9,89372.0,89389.5,12.286
1768980900,89389.5,89391.6,89333.3,89336.3,48.628
1768980960,89336.3,89336.4,89279.8,89300.5,80.197
1768981020,89300.5,89303.4,89300.5,89303.3,19.494
1768981080,89303.3,89303.4,89255.8,89263.4,104.989
1768981140,89263.4,89263.5,89120.7,89172.2,193.554
1768981200,89172.2,89191.3,89152.0,89189.8,46.582
1768981260,89189.8,89190.8,89153.0,89189.5,65.247
1768981320,89189.5,89200.0,89179.6,89197.6,42.228
1768981380,89197.6,89200.0,89161.2,89161.2,18.961
1768981440,89161.2,89191.0,89161.2,89186.4,49.367
1768981500,89186.4,89190.0,89160.0,89160.0,22.659
1768981560,89160.0,89196.8,89152.0,89163.5,72.78
1768981620,89163.5,89192.1,89160.7,89177.8,37.09
1768981680,89177.8,89204.7,89160.7,89171.9,44.526
1768981740,89171.9,89210.6,89171.8,89186.4,29.957
1768981800,89186.4,89231.0,89186.4,89219.2,17.381
1768981860,89219.2,89237.9,89186.7,89195.1,17.081
1768981920,89195.1,89195.1,89162.0,89164.2,11.188
1768981980,89164.2,89181.0,89131.0,89166.8,58.88
1768982040,89166.8,89166.8,89060.4,89079.0,115.188
1768982100,89079.0,89100.0,89078.5,89091.1,31.422
1768982160,89091.1,89091.2,89048.3,89064.2,36.822
1768982220,89064.2,89153.2,89064.2,89116.2,35.835
1768982280,89116.2,89144.5,89082.3,89142.2,45.798
1768982340,89142.2,89211.5,89109.0,89175.0,153.008
