ts,open,high,low,close,volume
1769094840,89279.6,89312.2,89159.1,89216.9,38.569
1769094900,89216.9,89301.5,89205.0,89247.2,52.9
1769094960,89247.2,89325.6,89186.8,89213.0,50.987
1769095020,89213.0,89213.6,89102.1,89131.7,82.926
1769095080,89131.7,89137.8,89088.7,89109.9,43.238
1769095140,89109.9,89188.3,89109.9,89155.2,22.145
1769095200,89155.2,89172.2,89088.0,89133.9,38.519
1769095260,89133.9,89203.7,89103.7,89113.7,126.924
1769095320,89113.7,89291.8,89105.5,89200.1,66.905
1769095380,89200.1,89222.8,89114.9,89120.7,75.275
1769095440,89120.7,89133.5,88760.0,88795.0,690.844
1769095500,88795.0,88887.3,88703.3,88836.1,465.213
1769095560,88836.1,88848.2,88639.0,88721.7,335.543
1769095620,88721.7,88844.5,88700.0,88714.3,126.06
1769095680,88714.3,88762.2,88588.0,88633.8,282.333
1769095740,88633.8,88758.4,88559.4,88614.7,206.467
1769095800,88614.7,88722.1,88486.3,88687.1,753.499
1769095860,88687.1,88712.6,88518.8,88560.7,269.065
1769095920,88560.7,88592.8,88462.3,88521.6,209.832
1769095980,88521.6,88623.8,88484.2,88607.2,248.556
1769096040,88607.2,88717.4,88607.2,88647.0,164.439
1769096100,88647.0,88831.2,88647.0,88793.3,220.049
1769096160,88793.3,88872.1,88772.1,88772.1,70.828
1769096220,88772.1,88855.5,88694.2,88853.5,58.26
1769096280,88853.5,88853.5,88779.7,88833.0,44.582
1769096340,88833.0,88881.1,88797.9,88797.9,80.799
1769096400,88797.9,88817.8,88738.8,88782.1,24.271
1769096460,88782.1,88888.0,88765.1,88887.9,67.843
1769096520,88887.9,88942.3,88862.0,88907.0,100.649
1769096580,88907.0,88977.1,88891.0,88952.0,58.023
1769096640,88952.0,89135.3,88952.0,89101.8,275.085
1769096700,89101.8,89282.1,89041.5,89271.8,195.787
1769096760,89271.8,89418.4,89206.9,89221.9,257.157
1769096820,89221.9,89330.0,89199.8,89257.0,230.758
1769096880,89257.0,89257.0,89104.0,89104.0,79.836
1769096940,89104.0,89158.6,89057.5,89127.7,84.63
1769097000,89127.7,89220.1,89090.6,89189.6,65.124
1769097060,89189.6,89193.9,89041.7,89053.8,57.238
1769097120,89053.8,89109.9,88989.8,89051.6,81.133
1769097180,89051.6,89084.0,89015.1,89028.1,23.77
1769097240,89028.1,89061.8,88895.2,88897.2,63.366
1769097300,88897.2,88997.4,88890.0,88997.4,53.977
1769097360,88997.4,89017.6,88910.6,88972.8,62.373
1769097420,88972.8,88972.8,88915.0,88925.6,40.488
1769097480,88925.6,88991.0,88891.5,88986.3,53.492
1769097540,88986.3,89010.0,88945.4,88945.4,41.394
1769097600,88945.4,89063.0,88945.4,89015.8,44.454
1769097660,89015.8,89138.7,88994.1,89089.0,144.728
1769097720,89089.0,89176.5,88996.0,89031.8,140.038
1769097780,89031.8,89096.4,88990.3,89096.4,49.98
1769097840,89096.4,89122.6,89038.1,89053.1,25.794
1769097900,89053.1,89076.6,88945.4,88996.0,53.284
